METID	REPLACEMENTID
5,10-methenyl-THF[c]	m01044c
5,10-methenyl-THF[m]	m01044m
5,10-methylene-THF[c]	m01045c
5,10-methylene-THF[m]	m01045m
5,12,18R-TriHEPE[c]	m01046c
5,12,20-TriHETE[c]	m01047c
5,12-DiHETE[c]	m01048c
5,12-dihydroxy-(6E)-LTB5[c]	m01049c
5,15-DiHETE[c]	m01050c
5,6-DHET[c]	m01051c
5,6-Dihydrouracil[c]	m01052c
5,6-dihydroxyindole-2-carboxylate[c]	m01053c
5,6-EET[c]	m01054c
5,6-EET[r]	m01054r
5,6-epoxy-(8Z)-tetradecenoic acid[c]	m01055c
5,6-epoxy,(18R)-HEPE[c]	m01056c
5,6-epoxy-13-cis-retinoate[c]	m01057c
5,6-epoxy-13-cis-retinoate[r]	m01057r
5,6-epoxytetraene[c]	m01058c
5,6-epoxytetraene[n]	m01058n
5,6-epoxytetraene[p]	m01058p
5,6-epoxytetraene[r]	m01058r
5,6-indolequinone-2-carboxylate[c]	m01059c
5,8-epoxy-13-cis-retinoate[c]	m01060c
5,9,11-trihydroxyprosta-(6E,14Z)-dien-1-oate[c]	m01061c
5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid[c]	m01062c
5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoate[c]	m01063c
5alpha-androstane-3,17-dione[c]	m01064c
5alpha-androstane-3,17-dione[r]	m01064r
5alpha-androstane-3alpha,17beta-diol[c]	m01065c
5alpha-cholesta-7,24-dien-3beta-ol[c]	m01066c
5alpha-cholesta-8,24-dien-3-one[c]	m01067c
5alpha-cholesta-8-en-3-one[c]	m01068c
5-alpha-dihydrotestosterone[c]	m01069c
5-alpha-dihydrotestosterone[r]	m01069r
5-alpha-dihydrotestosterone[s]	m01069s
5alpha-dihydrotestosterone-glucuronide[c]	m01070c
5alpha-dihydrotestosterone-glucuronide[r]	m01070r
5alpha-dihydrotestosterone-glucuronide[s]	m01070s
5alpha-dihydrotestosterone-sulfate[c]	m01071c
5alpha-dihydrotestosterone-sulfate[s]	m01071s
5alpha-pregnane-3,20-dione[c]	m01072c
5-amino-2-oxopentanoic acid[p]	m01073p
5-aminolevulinate[c]	m01074c
5-aminolevulinate[m]	m01074m
5-androstene-3,17-dione[c]	m01075c
5-androstene-3,17-dione[r]	m01075r
5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol[m]	m01076m
5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[c]	m01077c
5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[m]	m01077m
5beta-cholestan-3alpha,7alpha,12alpha-triol[c]	m01078c
5beta-cholestan-3alpha,7alpha,12alpha-triol[m]	m01078m
5beta-cholestan-3alpha,7alpha,12alpha-triol[r]	m01078r
5beta-cholestan-3alpha,7alpha,24(S),27-tetrol[m]	m01079m
5beta-cholestan-3alpha,7alpha,24(S)-triol[c]	m01080c
5beta-cholestan-3alpha,7alpha,24(S)-triol[m]	m01080m
5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one[c]	m01081c
5beta-cholestan-7alpha,12alpha,27-triol-3-one[c]	m01082c
5beta-cholestan-7alpha,24(S)-diol-3-one[c]	m01083c
5beta-cholestan-7alpha,27-diol-3-one[c]	m01084c
5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol[r]	m01085r
5beta-cholestane-3alpha,7alpha,12alpha,24r,25-pentol[r]	m01086r
5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol[r]	m01087r
5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol[r]	m01088r
5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol[r]	m01089r
5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[c]	m01090c
5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[m]	m01090m
5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol[c]	m01091c
5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol[m]	m01091m
5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[c]	m01092c
5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[m]	m01092m
5beta-cholestane-3alpha,7alpha,26-triol[c]	m01093c
5beta-cholestane-3alpha,7alpha,26-triol[m]	m01093m
5beta-cholestane-3alpha,7alpha,27-triol[m]	m01094m
5beta-cholestane-3alpha,7alpha-diol[c]	m01095c
5beta-cholestane-3alpha,7alpha-diol[m]	m01095m
5-carboxy-alpha-chromanol[m]	m01096m
5-carboxy-gamma-chromanol[c]	m01097c
5-carboxy-gamma-chromanol[m]	m01097m
5-deoxyadenosine[c]	m01098c
5-deoxyadenosine[s]	m01098s
5-formiminotetrahydrofolate[c]	m01099c
5-formyl-THF[c]	m01100c
5-formyl-THF[m]	m01100m
5-formyl-THF[s]	m01100s
5-guanidino-2-oxopentanoate[p]	m01101p
5-hydroxyindoleacetaldehyde[c]	m01102c
5-hydroxyindoleacetate[c]	m01103c
5-hydroxyisourate[c]	m01104c
5-hydroxykynurenamine[c]	m01105c
5-hydroxykynurenine[c]	m01106c
5-hydroxy-L-tryptophan[c]	m01107c
5-hydroxy-L-tryptophan[s]	m01107s
5-hydroxy-N-formylkynurenine[c]	m01108c
5-hydroxy-omeprazole[c]	m01109c
5-hydroxy-omeprazole[s]	m01109s
5-hydroxytryptophol[c]	m01110c
5-L-gamma-glutamyl[s]	m01111s
5-methoxyindoleacetate[c]	m01112c
5-methoxytryptophol[c]	m01113c
5-methyltetrahydropteroyltri-L-glutamate[c]	m01114c
5-methyl-THF[c]	m01115c
5-methyl-THF[s]	m01115s
5-methylthioadenosine[c]	m01116c
5-nitro-gamma-tocopherol[c]	m01117c
5-oxo-(6E)-12-epi-LTB4[c]	m01118c
5-oxo-(6E)-12-epi-LTB4[m]	m01118m
5-oxo-(6E)-12-epi-LTB4[p]	m01118p
5-oxo-(6E)-12-epi-LTB4[r]	m01118r
5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[m]	m01119m
5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[p]	m01119p
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[c]	m01120c
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[m]	m01120m
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[p]	m01120p
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[r]	m01120r
5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[m]	m01121m
5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[p]	m01121p
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[c]	m01122c
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[m]	m01122m
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[p]	m01122p
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[r]	m01122r
5-oxo-12-HETE[c]	m01123c
5-oxo-6-trans-LTB4[c]	m01124c
5-oxo-6-trans-LTB4[m]	m01124m
5-oxo-6-trans-LTB4[p]	m01124p
5-oxo-6-trans-LTB4[r]	m01124r
5-oxo-EPE[c]	m01125c
5-oxo-EPE[p]	m01125p
5-oxo-ETE[c]	m01126c
5-oxoproline[c]	m01127c
5-oxoprolyl-peptide[c]	m01128c
5-phosphopolynucleotide[c]	m01129c
5-phosphoribosyl-4-carboxy-5-aminoimidazole[c]	m01130c
5-phosphoribosylamine[c]	m01131c
5-phosphoribosylformylglycinamidine[c]	m01132c
5-pp-inspP5[c]	m01133c
5-pp-inspP5[n]	m01133n
5-S-cysteinyldopa[c]	m01134c
5-S-glutathionyl-adrenochrome hydroquinone[c]	m01135c
5-S-glutathionyl-aminochrome reduced[c]	m01136c
5-S-glutathionyl-dopachrome hydroquinone[c]	m01137c
5-S-glutathionyl-dopamine[c]	m01138c
5-S-glutathionyl-L-dopa[c]	m01139c
5-S-glutathionyl-noradrenochrome hydroquinone[c]	m01140c
5-tetradecenoyl-CoA[c]	m01141c
5-tetradecenoyl-CoA[m]	m01141m
5-tetradecenoyl-CoA[p]	m01141p
5-tetradecenoyl-CoA[r]	m01141r
6-(alpha-D-glucosaminyl)-1D-myo-inositol[r]	m01142r
6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[c]	m01143c
6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[r]	m01143r
6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate[m]	m01144m
6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate[m]	m01145m
6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate[m]	m01146m
6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate[m]	m01147m
6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate[m]	m01148m
6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate[m]	m01149m
6,7-dihydro-12-epi-LTB4[c]	m01150c
6,7-dihydro-12-epi-LTB4[m]	m01150m
6,7-dihydro-12-epi-LTB4[p]	m01150p
6,7-dihydro-5-oxo-12-epi-LTB4[c]	m01151c
6,7-dihydro-5-oxo-12-epi-LTB4[m]	m01151m
6,7-dihydro-5-oxo-12-epi-LTB4[p]	m01151p
6,7-dihydro-5-oxo-12-epi-LTB4[r]	m01151r
6,7-dihydro-5-oxo-LTB4[c]	m01152c
6,7-dihydro-5-oxo-LTB4[m]	m01152m
6,7-dihydro-5-oxo-LTB4[p]	m01152p
6,7-dihydro-5-oxo-LTB4[r]	m01152r
6,7-dihydro-LTB4[c]	m01153c
6,7-dihydro-LTB4[m]	m01153m
6,7-dihydro-LTB4[p]	m01153p
6,7-dihydro-LTB4[r]	m01153r
6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline[c]	m01154c
6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[c]	m01155c
6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[n]	m01155n
6-[2,3-dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione[c]	m01156c
6-amino-2-oxohexanoate[p]	m01157p
6beta-hydroxytestosterone[c]	m01158c
6beta-hydroxytestosterone[r]	m01158r
6beta-hydroxytestosterone[s]	m01158s
6-deoxy-L-galactose[c]	m01159c
6-deoxy-L-galactose[l]	m01159l
6-deoxy-L-galactose[s]	m01159s
6-hydroxy-1,2,3,4-tetrahydro-beta-carboline[c]	m01160c
6-hydroxymelatonin[c]	m01161c
6-hydroxymelatonin-sulfate[c]	m01162c
6-hydroxypaclitaxel[c]	m01163c
6-hydroxypaclitaxel[s]	m01163s
6-lactoyl-5,6,7,8-tetrahydropterin[c]	m01164c
6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol[m]	m01165m
6-methylmercaptopurine[c]	m01166c
6-oxo-prostaglandin E1[c]	m01167c
6-oxo-prostaglandin F1alpha[c]	m01168c
6-oxo-prostaglandin F1alpha[r]	m01168r
6-phospho-D-gluconate[c]	m01169c
6-phospho-D-gluconate[r]	m01169r
6-pyruvoyltetrahydropterin[c]	m01170c
6-pyruvoyltetrahydropterin[n]	m01170n
6-trans-12-epi-LTB4[c]	m01171c
6-trans-12-epi-LTB4[m]	m01171m
6-trans-12-epi-LTB4[p]	m01171p
6-trans-LTB4[c]	m01172c
6-trans-LTB4[m]	m01172m
6-trans-LTB4[p]	m01172p
7,12-dimethylbenz[a]anthracene 5,6-oxide[c]	m01173c
7,12-dimethylbenz[a]anthracene[c]	m01174c
7,12-dimethylbenz[a]anthracene[s]	m01174s
7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene[c]	m01175c
7,8-epoxy-(4Z,10Z)-hexadecadienoic acid[c]	m01176c
7alpha,12alpha-dihydroxy-5beta-cholestan-3-one[c]	m01177c
7alpha,12alpha-dihydroxycholest-4-en-3-one[c]	m01178c
7alpha,12alpha-dihydroxycholest-4-en-3-one[r]	m01178r
7alpha,25-dihydroxy-4-cholesten-3-one[r]	m01179r
7alpha-hydroxy-3-oxo-4-cholestenoic acid[m]	m01180m
7alpha-hydroxy-5beta-cholestan-3-one[c]	m01181c
7alpha-hydroxycholest-4-en-3-one[c]	m01182c
7alpha-hydroxycholest-4-en-3-one[r]	m01182r
7alpha-hydroxycholesterol[r]	m01183r
7alpha-hydroxypregnenolone[c]	m01184c
7-carboxy-alpha-chromanol[m]	m01185m
7-carboxy-alpha-tocotrienol[m]	m01186m
7-carboxy-gamma-chromanol[m]	m01187m
7-carboxy-gamma-tocotrienol[m]	m01188m
7-dehydrodesmosterol[c]	m01189c
7-HETE[c]	m01190c
7-hexadecenoyl-CoA[c]	m01191c
7-hexadecenoyl-CoA[m]	m01191m
7-hexadecenoyl-CoA[p]	m01191p
7-hexadecenoyl-CoA[r]	m01191r
7-hydroperoxy-H4-neuroprostane[c]	m01192c
7-hydroxy-D4-neuroprostane[c]	m01193c
7-hydroxy-E4-neuroprostane[c]	m01194c
7-hydroxymethyl-12-methylbenz[a]anthracene sulfate[c]	m01195c
7-hydroxymethyl-12-methylbenz[a]anthracene[c]	m01196c
7-palmitoleic acid[c]	m01197c
7-palmitoleic acid[l]	m01197l
7-palmitoleic acid[r]	m01197r
7-palmitoleic acid[s]	m01197s
7-peroxy-docosahexaenoate[c]	m01198c
8(R)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate[m]	m01199m
8(R)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate[m]	m01200m
8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate[m]	m01201m
8(S)-HETE[c]	m01202c
8(S)-HPETE[c]	m01203c
8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate[m]	m01204m
8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate[m]	m01205m
8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate[m]	m01206m
8,11-eicosadienoic acid[c]	m01207c
8,11-eicosadienoic acid[l]	m01207l
8,11-eicosadienoic acid[r]	m01207r
8,11-eicosadienoic acid[s]	m01207s
8,9-DHET[c]	m01208c
8,9-EET[c]	m01209c
8,9-EET[r]	m01209r
8,9-epoxy-(5Z)-tetradecenoic acid[c]	m01210c
8alpha-hydroxy-gamma-tocopherone[c]	m01211c
8alpha-hydroxytocopherone[c]	m01212c
8-HETE[c]	m01213c
8-peroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate[c]	m01214c
8-peroxy-docosahexaenoate[c]	m01215c
9(10)-EpOME[c]	m01216c
9(10)-EpOME[r]	m01216r
9(S)-HPODE[c]	m01217c
9,10-12,13-diepoxy-octadecanoate[c]	m01218c
9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c]	m01219c
9,10-hydroxyoctadec-12(Z)-enoate[c]	m01220c
9,10-hydroxyoctadec-12(Z)-enoate[r]	m01220r
9,11,15-trihydroxyprosta-(5Z,13E)-dien-1-oate[c]	m01221c
9,11-cycloperoxy-15-hydroperoxy-(5Z,13E)-eicosadienoate[c]	m01222c
9,11-cycloperoxy-5-hydroperoxy-(6E,14Z)-eicosadienoate[c]	m01223c
9,13-cis-retinoate[c]	m01224c
9-carboxy-alpha-chromanol[m]	m01225m
9-carboxy-alpha-tocotrienol[m]	m01226m
9-carboxy-gamma-chromanol[m]	m01227m
9-carboxy-gamma-tocotrienol[m]	m01228m
9-cis-4-oxo-13,14-dihydro-retinoate[c]	m01229c
9-cis-retinal[c]	m01230c
9-cis-retinal[r]	m01230r
9-cis-retinoate[c]	m01231c
9-cis-retinoate[r]	m01231r
9-cis-retinol[c]	m01232c
9-cis-retinoyl-beta-D-glucuronide[c]	m01233c
9-cis-retinoyl-beta-D-glucuronide[r]	m01233r
9-deoxy-delta12-PGD2[c]	m01234c
9-eicosenoic acid[c]	m01235c
9-eicosenoic acid[l]	m01235l
9-eicosenoic acid[r]	m01235r
9-eicosenoic acid[s]	m01235s
9-eicosenoyl-CoA[c]	m01236c
9-eicosenoyl-CoA[m]	m01236m
9-eicosenoyl-CoA[r]	m01236r
9-heptadecenoyl-CoA[c]	m01237c
9-heptadecenoyl-CoA[m]	m01237m
9-heptadecenoyl-CoA[r]	m01237r
9-heptadecylenic acid[c]	m01238c
9-heptadecylenic acid[l]	m01238l
9-heptadecylenic acid[r]	m01238r
9-heptadecylenic acid[s]	m01238s
9-HETE[c]	m01239c
9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate[c]	m01240c
9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate[r]	m01240r
9-hydroxybenzo[a]pyrene[c]	m01241c
9-hydroxybenzo[a]pyrene-4,5-oxide[c]	m01242c
9-hydroxyoctadecadienoate[c]	m01243c
9-O-acetylated-GD3[c]	m01244c
9-O-acetylated-GD3[g]	m01244g
9-O-acetylated-GD3[s]	m01244s
9-O-acetylated-GT3[c]	m01245c
9-O-acetylated-GT3[g]	m01245g
9-O-acetylated-GT3[s]	m01245s
9-peroxy-(5Z,7E,11Z,14Z)-eicosatetraenoate[c]	m01246c
A2PE[c]	m01247c
A2PE-H2[c]	m01248c
acetaldehyde[c]	m01249c
acetaldehyde[m]	m01249m
acetaldehyde[p]	m01249p
acetaldehyde[r]	m01249r
acetaldehyde[s]	m01249s
acetamidopropanal[c]	m01250c
acetamidopropanal[p]	m01250p
acetanilide[c]	m01251c
acetate[c]	m01252c
acetate[g]	m01252g
acetate[m]	m01252m
acetate[p]	m01252p
acetate[r]	m01252r
acetate[s]	m01252s
acetoacetate[c]	m01253c
acetoacetate[m]	m01253m
acetoacetate[s]	m01253s
acetoacetyl-[ACP][c]	m01254c
acetoacetyl-CoA[c]	m01255c
acetoacetyl-CoA[m]	m01255m
acetoacetyl-CoA[p]	m01255p
acetone[c]	m01256c
acetone[m]	m01256m
acetone[s]	m01256s
acetyl adenylate[c]	m01257c
acetyl-[ACP][c]	m01258c
acetylcarnosine[c]	m01259c
acetylcholine[c]	m01260c
acetylcholine[n]	m01260n
acetylcholine[s]	m01260s
acetyl-CoA[c]	m01261c
acetyl-CoA[g]	m01261g
acetyl-CoA[m]	m01261m
acetyl-CoA[n]	m01261n
acetyl-CoA[p]	m01261p
acetyl-CoA[r]	m01261r
acgalfuc12gal14acglcgalgluside heparan sulfate[g]	m01262g
acgalfucgalacglcgal14acglcgalgluside heparan sulfate[g]	m01263g
acngalacglcgalgluside heparan sulfate[g]	m01264g
acrylyl-CoA[m]	m01265m
activated methyl group[c]	m01266c
activated sulphur[c]	m01267c
activation-ppara[c]	m01268c
activation-ppara[m]	m01268m
activation-ppara[n]	m01268n
activation-ppara[p]	m01268p
activation-ppara[r]	m01268r
activation-ppara[s]	m01268s
acyl-CoA-bile-PC pool[c]	m01269c
acyl-CoA-CL pool[c]	m01270c
acyl-CoA-CL pool[m]	m01270m
acyl-CoA-LD-PC pool[c]	m01271c
acyl-CoA-LD-PE pool[c]	m01272c
acyl-CoA-LD-PI pool[c]	m01273c
acyl-CoA-LD-PS pool[c]	m01274c
acyl-CoA-LD-SM pool[c]	m01275c
acyl-CoA-LD-SM pool[g]	m01275g
acyl-CoA-LD-TG2 pool[c]	m01276c
acyl-CoA-LD-TG3 pool[c]	m01277c
acylglycerone-phosphate[c]	m01278c
acylglycerone-phosphate[p]	m01278p
adenine[c]	m01279c
adenine[l]	m01279l
adenine[s]	m01279s
adenosine[c]	m01280c
adenosine[l]	m01280l
adenosine[m]	m01280m
adenosine[s]	m01280s
adenylated molybdopterin[c]	m01281c
adenylosuccinate[c]	m01282c
adenylyl sulfate[c]	m01283c
adenylylselenate[c]	m01284c
ADP[c]	m01285c
ADP[g]	m01285g
ADP[l]	m01285l
ADP[m]	m01285m
ADP[n]	m01285n
ADP[p]	m01285p
ADP[r]	m01285r
ADP[s]	m01285s
ADP-glucose[c]	m01286c
ADP-glucose[s]	m01286s
ADP-mannose[c]	m01287c
ADP-mannose[s]	m01287s
ADP-ribose[c]	m01288c
ADP-ribose[s]	m01288s
ADP-ribose-2-phosphate[c]	m01289c
ADP-ribose-2-phosphate[s]	m01289s
adrenaline[c]	m01290c
adrenaline[s]	m01290s
adrenic acid[c]	m01291c
adrenic acid[l]	m01291l
adrenic acid[r]	m01291r
adrenic acid[s]	m01291s
adrenochrome[c]	m01292c
adrenochrome-O-semiquinone[c]	m01293c
aflatoxin B1 dialdehyde[c]	m01294c
aflatoxin B1 diol[c]	m01295c
aflatoxin B1[c]	m01296c
aflatoxin B1[s]	m01296s
aflatoxin B1-endo-8,9-epoxide[c]	m01297c
aflatoxin B1-exo-8,9-epoxide[c]	m01298c
aflatoxin B1-exo-8,9-epoxide[s]	m01298s
aflatoxin B1-exo-8,9-epoxide-GSH[c]	m01299c
aflatoxin M1[c]	m01300c
aflatoxin M1-8,9-epoxide[c]	m01301c
aflatoxin Q1[c]	m01302c
agmatine[c]	m01303c
agmatine[m]	m01303m
agmatine[s]	m01303s
AICAR[c]	m01304c
AIR[c]	m01305c
AKG[c]	m01306c
AKG[m]	m01306m
AKG[p]	m01306p
AKG[s]	m01306s
alanine[c]	m01307c
alanine[l]	m01307l
alanine[m]	m01307m
alanine[p]	m01307p
alanine[s]	m01307s
albumin[c]	m01308c
albumin[l]	m01308l
albumin[s]	m01308s
aldosterone[c]	m01309c
aldosterone[m]	m01309m
aldosterone[s]	m01309s
alkylamine[c]	m01310c
alkyl-glycerone-3-phosphate[c]	m01311c
alkyl-glycerone-3-phosphate[p]	m01311p
allantoate[c]	m01312c
allantoin[c]	m01313c
allopregnanolone[c]	m01314c
alloxan[c]	m01315c
alloxan[s]	m01315s
all-trans-decaprenyl-diphosphate[c]	m01316c
all-trans-decaprenyl-diphosphate[m]	m01316m
alpha tubulin[c]	m01317c
alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde[c]	m01318c
alpha-[3-(nitrosoamino)propyl]-3-pyridinemethanol[c]	m01319c
alpha-[3-[(hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol[c]	m01320c
alpha-CEHC-glucuronide[c]	m01321c
alpha-D-galactose-1-phosphate[c]	m01322c
alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol[c]	m01323c
alpha-GalNAc-globoside[c]	m01324c
alpha-GalNAc-globoside[g]	m01324g
alpha-GalNAc-globoside[l]	m01324l
alpha-hydroxyisocaproic acid[c]	m01325c
alpha-pinene-oxide[c]	m01326c
alpha-pinene-oxide[s]	m01326s
alpha-tocopherol[c]	m01327c
alpha-tocopherol[r]	m01327r
alpha-tocopherol[s]	m01327s
alpha-tocopheryl hydroquinone[c]	m01328c
alpha-tocopheryl quinone[c]	m01329c
alpha-tocotrienol[c]	m01330c
alpha-tocotrienol[r]	m01330r
alpha-tocotrienol[s]	m01330s
alpha-tocotrienoxyl radical[c]	m01331c
aminoacetone[c]	m01332c
aminoacetone[m]	m01332m
aminochrome-O-semiquinone[c]	m01333c
AMP[c]	m01334c
AMP[g]	m01334g
AMP[l]	m01334l
AMP[m]	m01334m
AMP[n]	m01334n
AMP[p]	m01334p
AMP[r]	m01334r
AMP[s]	m01334s
anandamide[c]	m01335c
androstenediol[c]	m01336c
androstenediol[r]	m01336r
androsterone sulfate[c]	m01337c
androsterone[c]	m01338c
androsterone[r]	m01338r
androsterone[s]	m01338s
androsterone-glucuronide[c]	m01339c
androsterone-glucuronide[r]	m01339r
androsterone-glucuronide[s]	m01339s
anhydroretinol[c]	m01340c
aniline[c]	m01341c
anthranilate[c]	m01342c
antichymotrypsin[c]	m01343c
antichymotrypsin[l]	m01343l
antichymotrypsin[s]	m01343s
antipyrine[c]	m01344c
antipyrine[s]	m01344s
antitrypsin[c]	m01345c
antitrypsin[l]	m01345l
antitrypsin[s]	m01345s
APE[c]	m01346c
apelin-(1-12)[c]	m01347c
apelin-13[c]	m01348c
apo-[ACP][c]	m01349c
apoA1[c]	m01350c
apoA1[l]	m01350l
apoA1[r]	m01350r
apoA1[s]	m01350s
apoB100[c]	m01351c
apoB100[l]	m01351l
apoB100[r]	m01351r
apoB48[l]	m01352l
apoC1[c]	m01353c
apoC1[r]	m01353r
apoC2[c]	m01354c
apoC2[r]	m01354r
apoC3[c]	m01355c
apoC3[r]	m01355r
apoC-lys[c]	m01356c
apoC-lys[s]	m01356s
apoC-lys_btn[c]	m01357c
apocytochrome-C[c]	m01358c
apocytochrome-C[l]	m01358l
apocytochrome-C[m]	m01358m
apoE[c]	m01359c
apoE[l]	m01359l
apoE[r]	m01359r
apppA[c]	m01360c
aquacob(III)alamin[c]	m01361c
aquacob(III)alamin[s]	m01361s
arachidonate[c]	m01362c
arachidonate[l]	m01362l
arachidonate[n]	m01362n
arachidonate[p]	m01362p
arachidonate[r]	m01362r
arachidonate[s]	m01362s
arachidonyl-carnitine[c]	m01363c
arachidonyl-carnitine[m]	m01363m
arachidonyl-carnitine[r]	m01363r
arachidonyl-CoA[c]	m01364c
arachidonyl-CoA[m]	m01364m
arachidonyl-CoA[p]	m01364p
arachidonyl-CoA[r]	m01364r
arginine[c]	m01365c
arginine[l]	m01365l
arginine[m]	m01365m
arginine[s]	m01365s
argininosuccinate[c]	m01366c
arsenite[c]	m01367c
ascorbate[c]	m01368c
ascorbate[s]	m01368s
asparagine[c]	m01369c
asparagine[l]	m01369l
asparagine[m]	m01369m
asparagine[s]	m01369s
aspartate[c]	m01370c
aspartate[l]	m01370l
aspartate[m]	m01370m
aspartate[s]	m01370s
ATP[c]	m01371c
ATP[g]	m01371g
ATP[l]	m01371l
ATP[m]	m01371m
ATP[n]	m01371n
ATP[p]	m01371p
ATP[r]	m01371r
ATP[s]	m01371s
azelaic acid[c]	m01372c
behenic acid[c]	m01373c
behenic acid[l]	m01373l
behenic acid[r]	m01373r
behenic acid[s]	m01373s
benzo[a]pyrene[c]	m01374c
benzo[a]pyrene[s]	m01374s
benzo[a]pyrene-4,5-oxide[c]	m01375c
benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide[c]	m01376c
benzo[a]pyrene-7,8-diol[c]	m01377c
benzo[a]pyrene-7,8-oxide[c]	m01378c
benzo[a]pyrene-9,10-oxide[c]	m01379c
benzoate[c]	m01380c
benzoate[r]	m01380r
benzothiazine[c]	m01381c
beta-1,4-mannose-N-acetylglucosamine[l]	m01382l
beta-alanine[c]	m01383c
beta-alanine[m]	m01383m
beta-alanine[s]	m01383s
beta-carboline[c]	m01384c
beta-carotene[c]	m01385c
beta-carotene[s]	m01385s
beta-casomorphin (1-6)[c]	m01386c
beta-casomorphin[c]	m01387c
beta-D-glucose[c]	m01388c
beta-D-glucose-6-phosphate[c]	m01389c
beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[c]	m01390c
beta-GalNAc-globoside[c]	m01391c
beta-GalNAc-globoside[g]	m01391g
beta-GalNAc-globoside[l]	m01391l
beta-hydroxy-beta-methylbutyrate[c]	m01392c
betaine[c]	m01393c
betaine[m]	m01393m
betaine[s]	m01393s
betaine_aldehyde[c]	m01394c
betaine_aldehyde[m]	m01394m
bile-PC pool[c]	m01395c
bile-PC pool[s]	m01395s
bilirubin[c]	m01396c
bilirubin[r]	m01396r
bilirubin[s]	m01396s
bilirubin-bisglucuronoside[c]	m01397c
